facility_name,latitude,longitude,observed_datetime,hour_of_day,day_of_week,is_weekend,is_holiday,capacity,base_rate_kes,traffic_delay_index,occupied_bays,occupancy_rate,is_available
Unnamed Parking,-1.25013,36.8202579,2026-08-25 08:00:00,8,1,0,0,50,100,1.16,45,0.899,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,36,0.7252,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 08:00:00,8,1,0,0,50,200,1.0,38,0.7638,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 08:00:00,8,1,0,0,50,50,1.0,44,0.8775,1
Student parking,-1.274479,36.805643,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,45,0.8998,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,45,0.9013,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,39,0.787,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 08:00:00,8,1,0,0,50,100,1.19,39,0.7717,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 08:00:00,8,1,0,0,50,100,1.18,40,0.8095,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,43,0.8692,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,48,0.9688,0
Parking B,-1.2806414,36.8128716,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,34,0.6862,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,42,0.8323,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 08:00:00,8,1,0,0,50,100,1.0,37,0.7434,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,36,0.7178,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,46,0.9274,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,45,0.8936,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,44,0.886,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,46,0.9237,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 09:00:00,9,1,0,0,50,300,1.15,41,0.8116,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 09:00:00,9,1,0,0,50,100,1.16,41,0.8154,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,50,1.0,0
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 09:00:00,9,1,0,0,50,200,1.0,42,0.8303,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 09:00:00,9,1,0,0,50,50,1.0,45,0.9088,1
Student parking,-1.274479,36.805643,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,43,0.8505,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,35,0.7021,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,34,0.6864,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 09:00:00,9,1,0,0,50,100,1.19,40,0.8037,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 09:00:00,9,1,0,0,50,100,1.18,47,0.9345,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,46,0.9131,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,46,0.9231,1
Parking B,-1.2806414,36.8128716,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,39,0.771,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,49,0.9793,0
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 09:00:00,9,1,0,0,50,100,1.0,39,0.7728,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,43,0.867,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,42,0.8492,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,42,0.8361,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,48,0.9571,0
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,40,0.7936,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 10:00:00,10,1,0,0,50,300,1.15,37,0.742,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 10:00:00,10,1,0,0,50,100,1.16,43,0.8516,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,41,0.818,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 10:00:00,10,1,0,0,50,200,1.0,50,1.0,0
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 10:00:00,10,1,0,0,50,50,1.0,45,0.9041,1
Student parking,-1.274479,36.805643,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,41,0.8173,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,38,0.7655,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,35,0.6996,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 10:00:00,10,1,0,0,50,100,1.19,38,0.768,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 10:00:00,10,1,0,0,50,100,1.18,43,0.8592,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,48,0.9642,0
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,47,0.9397,1
Parking B,-1.2806414,36.8128716,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,43,0.8683,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,41,0.8241,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 10:00:00,10,1,0,0,50,100,1.0,44,0.8715,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,40,0.8085,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,49,0.9875,0
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,42,0.8349,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,42,0.8431,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,34,0.6727,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 11:00:00,11,1,0,0,50,300,1.15,42,0.8344,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 11:00:00,11,1,0,0,50,100,1.16,46,0.9169,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,38,0.7646,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 11:00:00,11,1,0,0,50,200,1.0,39,0.7899,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 11:00:00,11,1,0,0,50,50,1.0,46,0.9134,1
Student parking,-1.274479,36.805643,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,37,0.7319,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,47,0.9346,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,40,0.8074,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 11:00:00,11,1,0,0,50,100,1.19,41,0.8189,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 11:00:00,11,1,0,0,50,100,1.18,38,0.7601,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,44,0.8802,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,50,1.0,0
Parking B,-1.2806414,36.8128716,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,46,0.9125,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,39,0.7809,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 11:00:00,11,1,0,0,50,100,1.0,47,0.9408,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,34,0.6747,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,40,0.81,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,38,0.7645,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,23,0.4645,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,31,0.6197,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 12:00:00,12,1,0,0,50,300,1.15,39,0.7756,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 12:00:00,12,1,0,0,50,100,1.16,36,0.7121,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,31,0.6181,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 12:00:00,12,1,0,0,50,200,1.0,32,0.6493,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 12:00:00,12,1,0,0,50,50,1.0,27,0.5475,1
Student parking,-1.274479,36.805643,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,35,0.6929,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,44,0.8769,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,38,0.7644,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 12:00:00,12,1,0,0,50,100,1.19,44,0.8752,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 12:00:00,12,1,0,0,50,100,1.18,39,0.7706,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,39,0.7822,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,43,0.8579,1
Parking B,-1.2806414,36.8128716,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,37,0.7302,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,34,0.685,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 12:00:00,12,1,0,0,50,100,1.0,39,0.7826,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,48,0.9663,0
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,41,0.8116,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,40,0.7923,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,43,0.8611,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,46,0.9165,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 13:00:00,13,1,0,0,50,300,1.15,46,0.9138,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 13:00:00,13,1,0,0,50,100,1.16,37,0.7361,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,50,1.0,0
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 13:00:00,13,1,0,0,50,200,1.0,40,0.7987,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 13:00:00,13,1,0,0,50,50,1.0,41,0.8288,1
Student parking,-1.274479,36.805643,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,39,0.7778,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,43,0.8694,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 13:00:00,13,1,0,0,50,100,1.19,39,0.7819,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 13:00:00,13,1,0,0,50,100,1.18,46,0.9191,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,46,0.9115,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,42,0.835,1
Parking B,-1.2806414,36.8128716,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,46,0.9172,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,39,0.784,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 13:00:00,13,1,0,0,50,100,1.0,41,0.8106,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,34,0.6892,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,37,0.7441,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,50,0.9946,0
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,49,0.9813,0
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,43,0.8553,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 14:00:00,14,1,0,0,50,300,1.15,49,0.983,0
Unnamed Parking,-1.25013,36.8202579,2026-08-25 14:00:00,14,1,0,0,50,100,1.16,42,0.8372,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,42,0.8305,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 14:00:00,14,1,0,0,50,200,1.0,43,0.8545,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 14:00:00,14,1,0,0,50,50,1.0,42,0.84,1
Student parking,-1.274479,36.805643,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,42,0.8328,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,47,0.9415,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,43,0.862,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 14:00:00,14,1,0,0,50,100,1.19,45,0.907,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 14:00:00,14,1,0,0,50,100,1.18,47,0.9325,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,44,0.8811,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,39,0.7724,1
Parking B,-1.2806414,36.8128716,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,37,0.7418,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,43,0.8619,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 14:00:00,14,1,0,0,50,100,1.0,42,0.8363,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,43,0.857,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,42,0.8487,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,37,0.7436,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,35,0.6908,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 15:00:00,15,1,0,0,50,300,1.15,44,0.8766,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 15:00:00,15,1,0,0,50,100,1.16,41,0.8199,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,44,0.8753,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 15:00:00,15,1,0,0,50,200,1.0,45,0.8967,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 15:00:00,15,1,0,0,50,50,1.0,48,0.9527,0
Student parking,-1.274479,36.805643,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,36,0.7294,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,40,0.8055,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,44,0.8843,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 15:00:00,15,1,0,0,50,100,1.19,46,0.9116,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 15:00:00,15,1,0,0,50,100,1.18,50,1.0,0
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,46,0.9265,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,42,0.8455,1
Parking B,-1.2806414,36.8128716,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,39,0.7788,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,40,0.8049,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 15:00:00,15,1,0,0,50,100,1.0,40,0.8026,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,45,0.9024,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,44,0.8706,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,37,0.7441,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,41,0.8151,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,46,0.9202,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 16:00:00,16,1,0,0,50,300,1.15,44,0.8781,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 16:00:00,16,1,0,0,50,100,1.16,45,0.8955,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,44,0.8806,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 16:00:00,16,1,0,0,50,200,1.0,49,0.9801,0
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 16:00:00,16,1,0,0,50,50,1.0,43,0.8689,1
Student parking,-1.274479,36.805643,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,41,0.8191,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,39,0.7767,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,43,0.87,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 16:00:00,16,1,0,0,50,100,1.19,33,0.6547,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 16:00:00,16,1,0,0,50,100,1.18,42,0.8353,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,42,0.8335,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,37,0.7408,1
Parking B,-1.2806414,36.8128716,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,39,0.7757,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,46,0.9148,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 16:00:00,16,1,0,0,50,100,1.0,43,0.8685,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,35,0.7081,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,36,0.7245,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,35,0.7074,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,40,0.7994,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,35,0.7099,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 17:00:00,17,1,0,0,50,300,1.15,29,0.5833,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 17:00:00,17,1,0,0,50,100,1.16,42,0.8304,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,36,0.7296,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 17:00:00,17,1,0,0,50,200,1.0,33,0.6529,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 17:00:00,17,1,0,0,50,50,1.0,30,0.5997,1
Student parking,-1.274479,36.805643,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,37,0.7317,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,35,0.6906,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,41,0.8259,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 17:00:00,17,1,0,0,50,100,1.19,34,0.6723,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 17:00:00,17,1,0,0,50,100,1.18,32,0.633,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,39,0.7717,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,39,0.774,1
Parking B,-1.2806414,36.8128716,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,36,0.7135,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,38,0.7541,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 17:00:00,17,1,0,0,50,100,1.0,35,0.697,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,36,0.7187,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,40,0.7932,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,38,0.75,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,34,0.6865,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,40,0.8082,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 18:00:00,18,1,0,0,50,300,1.15,26,0.5108,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 18:00:00,18,1,0,0,50,100,1.16,43,0.8642,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,28,0.5635,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 18:00:00,18,1,0,0,50,200,1.0,32,0.6498,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 18:00:00,18,1,0,0,50,50,1.0,35,0.6967,1
Student parking,-1.274479,36.805643,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,34,0.6883,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,39,0.7805,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,31,0.6154,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 18:00:00,18,1,0,0,50,100,1.19,36,0.7209,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 18:00:00,18,1,0,0,50,100,1.18,33,0.6537,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,36,0.7236,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,35,0.6948,1
Parking B,-1.2806414,36.8128716,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,35,0.7074,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,33,0.656,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-25 18:00:00,18,1,0,0,50,100,1.0,33,0.6592,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,21,0.423,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,24,0.4755,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,18,0.3521,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,17,0.3305,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,22,0.4491,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-25 19:00:00,19,1,0,0,50,300,1.15,20,0.3974,1
Unnamed Parking,-1.25013,36.8202579,2026-08-25 19:00:00,19,1,0,0,50,100,1.16,23,0.4664,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,16,0.3275,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-25 19:00:00,19,1,0,0,50,200,1.0,13,0.2576,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-25 19:00:00,19,1,0,0,50,50,1.0,18,0.3574,1
Student parking,-1.274479,36.805643,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,17,0.3387,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,20,0.3937,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,17,0.3491,1
Unnamed Parking,-1.259848,36.8644681,2026-08-25 19:00:00,19,1,0,0,50,100,1.19,23,0.4593,1
Travel House Parking,-1.2861727,36.8214386,2026-08-25 19:00:00,19,1,0,0,50,100,1.18,19,0.3769,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,21,0.412,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-25 19:00:00,19,1,0,0,50,100,1.0,21,0.4126,1
